first_name,last_name,age,phone_number,set_id,theme,subtheme,year,name,pieces,us_price,image_url,quantity,theme_id
Beemnet,Masters,41,902-555-8429,60109,City,Fire,2018,Fire Boat,412,79.99,http://images.brickset.com/sets/images/60109-1.jpg,1,58
Beemnet,Masters,41,902-555-8429,75135,Star Wars,Episode III,2018,Obi-Wan's Jedi Interceptor,215,24.99,http://images.brickset.com/sets/images/75135-1.jpg,1,168
Shylynn,Seitz,28,205-555-7084,70310,Nexo Knights,NA,2018,Knighton Battle Blaster,76,9.99,http://images.brickset.com/sets/images/70310-1.jpg,2,605
Shylynn,Seitz,28,205-555-7084,60111,City,Fire,2018,Fire Utility Truck,368,39.99,http://images.brickset.com/sets/images/60111-1.jpg,1,58
Sonny,Smith,24,246-555-7913,76053,DC Comics Super Heroes,Batman,2018,Gotham City Cycle Chase,224,19.99,http://images.brickset.com/sets/images/76053-1.jpg,1,484
Joshua,Reyes,53,251-555-5985,75146,Star Wars,Seasonal,2018,Star Wars Advent Calendar,282,39.99,http://images.brickset.com/sets/images/75146-1.jpg,2,209
Joshua,Reyes,53,251-555-5985,75115,Star Wars,Buildable Figures,2018,Poe Dameron,102,24.99,http://images.brickset.com/sets/images/75115-1.jpg,3,184
Joshua,Reyes,53,251-555-5985,71238,Dimensions,Fun Pack,2018,Fun Pack: Cyberman,40,14.99,http://images.brickset.com/sets/images/71238-1.jpg,1,604
Asia,Salyer,24,508-555-0418,76066,Marvel Super Heroes,Mighty Micros,2018,Hulk vs. Ultron,80,9.99,http://images.brickset.com/sets/images/76066-1.jpg,3,482
Neil,Gabel,30,508-555-5700,5005057,Gear,Video Games/XBOX 360,2018,Marvel Avengers XBOX 360 Video Game,NA,49.99,http://images.brickset.com/sets/images/5005057-1.jpg,2,NA
Neil,Gabel,30,508-555-5700,5005059,Gear,Video Games/PS3,2018,Marvel Avengers PS3 Video Game,NA,49.99,http://images.brickset.com/sets/images/5005059-1.jpg,1,NA
Neil,Gabel,30,508-555-5700,71307,Bionicle,Toa,2018,Gali - Uniter of Water,87,14.99,http://images.brickset.com/sets/images/71307-1.jpg,1,324
Chayanne,Williams,17,869-555-6681,60109,City,Fire,2018,Fire Boat,412,79.99,http://images.brickset.com/sets/images/60109-1.jpg,2,58
Chayanne,Williams,17,869-555-6681,76044,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,Clash of the Heroes,92,12.99,http://images.brickset.com/sets/images/76044-1.jpg,1,482
Demetri,Do,21,541-555-1433,21031,Architecture,NA,2018,Burj Khalifa,333,39.99,http://images.brickset.com/sets/images/21031-1.jpg,1,252
Demetri,Do,21,541-555-1433,70588,Ninjago,Rise of the Villains,2018,Titanium Ninja Tumbler,342,29.99,NA,4,435
Demetri,Do,21,541-555-1433,70314,Nexo Knights,NA,2018,Beast Master's Chaos Chariot,314,29.99,http://images.brickset.com/sets/images/70314-1.jpg,2,605
Demetri,Do,21,541-555-1433,75135,Star Wars,Episode III,2018,Obi-Wan's Jedi Interceptor,215,24.99,http://images.brickset.com/sets/images/75135-1.jpg,1,168
Brittany,Mclellan,25,210-555-0265,21026,Architecture,Skylines,2018,Venice,212,29.99,http://images.brickset.com/sets/images/21026-1.jpg,2,253
Brittany,Mclellan,25,210-555-0265,10818,Duplo,NA,2018,My First Truck,29,19.99,http://images.brickset.com/sets/images/10818-1.jpg,1,504
Joseph,Ross,33,254-555-7628,75135,Star Wars,Episode III,2018,Obi-Wan's Jedi Interceptor,215,24.99,http://images.brickset.com/sets/images/75135-1.jpg,4,168
Joseph,Ross,33,254-555-7628,60117,City,Traffic,2018,Van & Caravan,250,19.99,http://images.brickset.com/sets/images/60117-1.jpg,2,63
Paige,Wagner,35,860-555-1618,41577,Mixels,Series 9,2018,Mysto,64,4.99,NA,1,589
Paige,Wagner,35,860-555-1618,41176,Elves,NA,2018,The Secret Market Place,691,59.99,http://images.brickset.com/sets/images/41176-1.jpg,3,600
Paige,Wagner,35,860-555-1618,71309,Bionicle,Toa,2018,Onua - Uniter of Earth,143,19.99,http://images.brickset.com/sets/images/71309-1.jpg,1,324
Paige,Wagner,35,860-555-1618,75140,Star Wars,The Force Awakens,2018,Resistance Troop Transporter,646,69.99,http://images.brickset.com/sets/images/75140-1.jpg,1,184
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,71011,Collectable Minifigures,Series 15,2018,LEGO Minifigures - Series 15 - Sealed Box,NA,3.99,http://images.brickset.com/sets/images/71011-18.jpg,1,554
Daianaira,Joseph,26,714-555-9762,5005059,Gear,Video Games/PS3,2018,Marvel Avengers PS3 Video Game,NA,49.99,http://images.brickset.com/sets/images/5005059-1.jpg,1,NA
Sean,Cordova,43,881-555-7280,41565,Mixels,Series 8,2018,Hydro,70,4.99,http://images.brickset.com/sets/images/41565-1.jpg,5,588
Sean,Cordova,43,881-555-7280,10804,Duplo,NA,2018,Jungle,86,49.99,http://images.brickset.com/sets/images/10804-1.jpg,1,504
Amber,Terwilliger,35,626-555-5321,41118,Friends,NA,2018,Heartlake Supermarket,313,29.99,http://images.brickset.com/sets/images/41118-1.jpg,2,494
Amber,Terwilliger,35,626-555-5321,21127,Minecraft,Minifig-scale,2018,The Fortress,NA,109.99,http://images.brickset.com/sets/images/21127-1.jpg,1,577
Katie,Evering,37,882-555-7296,71228,Dimensions,Level Pack,2018,Level Pack: Ghostbusters,115,29.99,http://images.brickset.com/sets/images/71228-1.jpg,1,604
Katie,Evering,37,882-555-7296,41579,Mixels,Series 9,2018,Camsta,62,4.99,NA,2,589
Katie,Evering,37,882-555-7296,75821,The Angry Birds Movie,NA,2018,Piggy Car Escape,74,12.99,http://images.brickset.com/sets/images/75821-1.jpg,2,606
Katie,Evering,37,882-555-7296,70332,Nexo Knights,Ultimate,2018,Ultimate Aaron,82,9.99,http://images.brickset.com/sets/images/70332-1.jpg,2,605
Nerea,Feldman,28,423-555-9631,42049,Technic,NA,2018,Mine Loader,476,49.99,http://images.brickset.com/sets/images/42049-1.jpg,2,1
Nerea,Feldman,28,423-555-9631,75157,Star Wars,Rebels,2018,Captain Rex's AT-TE,972,119.99,http://images.brickset.com/sets/images/75157-1.jpg,2,182
Julianna,Stephens,34,403-555-9991,31044,Creator,NA,2018,Park Animals,202,14.99,http://images.brickset.com/sets/images/31044-1.jpg,1,22
Julianna,Stephens,34,403-555-9991,75138,Star Wars,Episode V,2018,Hoth Attack,233,24.99,http://images.brickset.com/sets/images/75138-1.jpg,1,169
Katrina,Clyman,32,604-555-3882,60129,City,Police,2018,Police Patrol Boat,200,49.99,http://images.brickset.com/sets/images/60129-1.jpg,1,61
Katrina,Clyman,32,604-555-3882,21027,Architecture,Skylines,2018,Berlin,289,29.99,http://images.brickset.com/sets/images/21027-1.jpg,1,253
Ramon,Walker-Reese,23,NA,75137,Star Wars,Episode V,2018,Carbon-Freezing Chamber,231,24.99,http://images.brickset.com/sets/images/75137-1.jpg,1,169
Ramon,Walker-Reese,23,NA,70318,Nexo Knights,NA,2018,The Glob Lobber,95,9.99,http://images.brickset.com/sets/images/70318-1.jpg,1,605
Brandon,Lopez,21,606-555-3903,10809,Duplo,NA,2018,Police Patrol,15,14.99,http://images.brickset.com/sets/images/10809-1.jpg,1,NA
Brandon,Lopez,21,606-555-3903,71241,Dimensions,Fun Pack,2018,Fun Pack: Slimer,33,14.99,http://images.brickset.com/sets/images/71241-1.jpg,1,604
Sagi,Heredia,19,989-555-3671,41113,Friends,Party,2018,Party Gift Shop,52,4.99,http://images.brickset.com/sets/images/41113-1.jpg,3,494
Sagi,Heredia,19,989-555-3671,70325,Nexo Knights,NA,2018,Infernox captures the Queen,253,24.99,http://images.brickset.com/sets/images/70325-1.jpg,1,605
Michael,Cruz,17,361-555-8212,41172,Elves,NA,2018,The Water Dragon Adventure,212,19.99,http://images.brickset.com/sets/images/41172-1.jpg,1,600
Michael,Cruz,17,361-555-8212,71238,Dimensions,Fun Pack,2018,Fun Pack: Cyberman,40,14.99,http://images.brickset.com/sets/images/71238-1.jpg,1,604
Michael,Cruz,17,361-555-8212,70605,Ninjago,Skybound,2018,Misfortune's Keep,754,79.99,http://images.brickset.com/sets/images/70605-1.jpg,1,435
Melissa,Holmberg,36,NA,75132,Star Wars,The Force Awakens,2018,First Order Battle Pack,88,12.99,http://images.brickset.com/sets/images/75132-1.jpg,1,184
Cody,Gonzales,44,973-555-3236,42052,Technic,NA,2018,Heavy Lift Helicopter,1042,139.99,http://images.brickset.com/sets/images/42052-1.jpg,1,1
Cody,Gonzales,44,973-555-3236,75149,Star Wars,The Force Awakens,2018,Resistance X-wing Fighter,740,79.99,http://images.brickset.com/sets/images/75149-1.jpg,3,184
Jessie,Barron,37,918-555-7552,31050,Creator,NA,2018,Corner Deli,467,39.99,http://images.brickset.com/sets/images/31050-1.jpg,1,22
Jessie,Barron,37,918-555-7552,41115,Friends,NA,2018,Emma's Creative Workshop,108,9.99,http://images.brickset.com/sets/images/41115-1.jpg,1,494
Jackson,Roybal,26,NA,41575,Mixels,Series 9,2018,Cobrax,64,4.99,NA,1,589
Jackson,Roybal,26,NA,76061,DC Comics Super Heroes,Mighty Micros,2018,Batman vs. Catwoman,79,9.99,http://images.brickset.com/sets/images/76061-1.jpg,1,482
Jackson,Roybal,26,NA,31048,Creator,NA,2018,Lakeside Lodge,368,29.99,http://images.brickset.com/sets/images/31048-1.jpg,1,22
Kelsey,Schiffner,37,510-555-5847,70601,Ninjago,Skybound,2018,Sky Shark,221,19.99,http://images.brickset.com/sets/images/70601-1.jpg,2,435
Kelsey,Schiffner,37,510-555-5847,70310,Nexo Knights,NA,2018,Knighton Battle Blaster,76,9.99,http://images.brickset.com/sets/images/70310-1.jpg,1,605
Kalynne,Kerth,46,361-555-5328,60105,City,Fire,2018,Fire ATV,64,6.99,http://images.brickset.com/sets/images/60105-1.jpg,1,58
Kalynne,Kerth,46,361-555-5328,70326,Nexo Knights,NA,2018,The Black Knight Mech,530,39.99,NA,1,605
John Jay,Griego,50,710-555-8921,71229,Dimensions,Team Pack,2018,Team Pack: Joker and Harley Quinn,92,24.99,http://images.brickset.com/sets/images/71229-1.jpg,2,604
John Jay,Griego,50,710-555-8921,75136,Star Wars,Episode IV,2018,Droid Escape Pod,197,24.99,http://images.brickset.com/sets/images/75136-1.jpg,1,169
Kareena,Hagar,23,678-555-3786,75825,The Angry Birds Movie,NA,2018,Piggy Pirate Ship,620,59.99,http://images.brickset.com/sets/images/75825-1.jpg,1,606
Celia,Foley,42,NA,71305,Bionicle,Toa,2018,Lewa - Uniter of Jungle,79,14.99,http://images.brickset.com/sets/images/71305-1.jpg,1,324
Celia,Foley,42,NA,41119,Friends,NA,2018,Heartlake Cupcake Cafe,439,39.99,http://images.brickset.com/sets/images/41119-1.jpg,1,494
Celia,Foley,42,NA,71314,Bionicle,Reboot Villains,2018,Storm Beast,109,14.99,NA,3,324
Celia,Foley,42,NA,75146,Star Wars,Seasonal,2018,Star Wars Advent Calendar,282,39.99,http://images.brickset.com/sets/images/75146-1.jpg,2,209
Celia,Foley,42,NA,21128,Minecraft,Minifig-scale,2018,The Village,NA,199.99,NA,1,577
Alyssa,Gorrell,38,867-555-7840,60116,City,Medical,2018,Ambulance Plane,183,19.99,http://images.brickset.com/sets/images/60116-1.jpg,2,60
Alyssa,Gorrell,38,867-555-7840,853548,Gear,Key Chains/Friends,2018,Andrea Key Chain,NA,5.99,http://images.brickset.com/sets/images/853548-1.jpg,1,NA
Alyssa,Gorrell,38,867-555-7840,71228,Dimensions,Level Pack,2018,Level Pack: Ghostbusters,115,29.99,http://images.brickset.com/sets/images/71228-1.jpg,1,604
Tian,Nelson,38,205-555-7773,70319,Nexo Knights,NA,2018,Macy's Thunder Mace,202,19.99,http://images.brickset.com/sets/images/70319-1.jpg,4,605
Tian,Nelson,38,205-555-7773,71316,Bionicle,Reboot Villains,2018,Umarak the Destroyer,191,24.99,NA,1,324
Tian,Nelson,38,205-555-7773,5005051,Gear,Digital Media,2018,Friends of Heartlake City Girlz 4 Life,NA,19.99,NA,1,NA
Elizabeth,Kendrick,35,816-555-5138,70337,Nexo Knights,Ultimate,2018,Ultimate Lance,75,9.99,NA,1,605
Elizabeth,Kendrick,35,816-555-5138,41120,Friends,Adventure Camp,2018,Adventure Camp Archery,114,9.99,http://images.brickset.com/sets/images/41120-1.jpg,1,494
Van,Rapp,51,413-555-0987,70339,Nexo Knights,Ultimate,2018,Ultimate Flama,67,9.99,NA,2,605
Sofia,Szloboda,46,602-555-2267,41562,Mixels,Series 7,2018,Trumpsy,54,4.99,http://images.brickset.com/sets/images/41562-1.jpg,2,587
Sofia,Szloboda,46,602-555-2267,41140,Disney Princess,Palace Pets,2018,Daisy's Beauty Salon,98,9.99,http://images.brickset.com/sets/images/41140-1.jpg,2,579
Abigayle,Hosman,34,604-555-7100,10806,Duplo,NA,2018,Horses,20,14.99,http://images.brickset.com/sets/images/10806-1.jpg,1,504
Abigayle,Hosman,34,604-555-7100,70337,Nexo Knights,Ultimate,2018,Ultimate Lance,75,9.99,NA,1,605
Joseph,Brown,50,801-555-2112,41140,Disney Princess,Palace Pets,2018,Daisy's Beauty Salon,98,9.99,http://images.brickset.com/sets/images/41140-1.jpg,1,579
Joseph,Brown,50,801-555-2112,B0189OU0JY,Gear,Digital media,2018,LEGO Star Wars: Droid Tales,NA,19.99,http://images.brickset.com/sets/images/B0189OU0JY-1.jpg,1,NA
Joseph,Brown,50,801-555-2112,30347,City,Fire,2018,Fire Car,53,3.99,http://images.brickset.com/sets/images/30347-1.jpg,2,58
Joseph,Brown,50,801-555-2112,76051,Marvel Super Heroes,Captain America: Civil War,2018,Super Hero Airport Battle,807,79.99,http://images.brickset.com/sets/images/76051-1.jpg,2,482
Austin,Atencio,30,225-555-7391,75821,The Angry Birds Movie,NA,2018,Piggy Car Escape,74,12.99,http://images.brickset.com/sets/images/75821-1.jpg,1,606
Austin,Atencio,30,225-555-7391,42048,Technic,NA,2018,Race Kart,345,29.99,http://images.brickset.com/sets/images/42048-1.jpg,2,1
Austin,Atencio,30,225-555-7391,41580,Mixels,Series 9,2018,Myke,63,4.99,NA,1,589
Austin,Atencio,30,225-555-7391,41140,Disney Princess,Palace Pets,2018,Daisy's Beauty Salon,98,9.99,http://images.brickset.com/sets/images/41140-1.jpg,1,579
Brenden,Trujillo,31,928-555-1076,21305,Ideas,NA,2018,Maze,769,69.99,NA,1,576
Darian,Smith,24,830-555-6006,41575,Mixels,Series 9,2018,Cobrax,64,4.99,NA,1,589
Elizabeth,Roemmich,32,502-555-4381,10251,Advanced Models,Modular Buildings,2018,Brick Bank,2380,169.99,http://images.brickset.com/sets/images/10251-1.jpg,1,155
Elizabeth,Roemmich,32,502-555-4381,76051,Marvel Super Heroes,Captain America: Civil War,2018,Super Hero Airport Battle,807,79.99,http://images.brickset.com/sets/images/76051-1.jpg,1,482
Lady,Brown,21,856-555-0798,41172,Elves,NA,2018,The Water Dragon Adventure,212,19.99,http://images.brickset.com/sets/images/41172-1.jpg,1,600
Lady,Brown,21,856-555-0798,71301,Bionicle,Companions,2018,Ketar - Creature of Stone,80,9.99,http://images.brickset.com/sets/images/71301-1.jpg,1,324
Lady,Brown,21,856-555-0798,41118,Friends,NA,2018,Heartlake Supermarket,313,29.99,http://images.brickset.com/sets/images/41118-1.jpg,1,494
Lady,Brown,21,856-555-0798,70312,Nexo Knights,NA,2018,Lance's Mecha Horse,237,19.99,http://images.brickset.com/sets/images/70312-1.jpg,1,605
Sarah,Wagner,20,NA,41113,Friends,Party,2018,Party Gift Shop,52,4.99,http://images.brickset.com/sets/images/41113-1.jpg,1,494
Sarah,Wagner,20,NA,71306,Bionicle,Toa,2018,Pohatu - Uniter of Stone,90,14.99,http://images.brickset.com/sets/images/71306-1.jpg,1,324
Sarah,Wagner,20,NA,41179,Elves,NA,2018,Queen Dragon's Rescue,833,69.99,NA,1,600
Sarah,Wagner,20,NA,10830,Duplo,NA,2018,Minnie's Café,27,19.99,http://images.brickset.com/sets/images/10830-1.jpg,1,504
Sarah,Wagner,20,NA,41174,Elves,NA,2018,The Starlight Inn,343,29.99,http://images.brickset.com/sets/images/41174-1.jpg,1,600
Spencer,Pasillas,44,865-555-3503,41066,Disney Princess,Frozen,2018,Anna & Kristoff's Sleigh Adventure,174,29.99,http://images.brickset.com/sets/images/41066-1.jpg,1,579
Spencer,Pasillas,44,865-555-3503,10817,Duplo,NA,2018,Creative Chest,70,29.99,http://images.brickset.com/sets/images/10817-1.jpg,1,NA
Spencer,Pasillas,44,865-555-3503,10815,Duplo,NA,2018,My First Rocket,18,9.99,http://images.brickset.com/sets/images/10815-1.jpg,1,NA
Spencer,Pasillas,44,865-555-3503,70310,Nexo Knights,NA,2018,Knighton Battle Blaster,76,9.99,http://images.brickset.com/sets/images/70310-1.jpg,1,605
Steven,Washington,16,336-555-1433,30347,City,Fire,2018,Fire Car,53,3.99,http://images.brickset.com/sets/images/30347-1.jpg,1,58
Steven,Washington,16,336-555-1433,30349,City,NA,2018,Sports Car,47,3.99,http://images.brickset.com/sets/images/30349-1.jpg,5,52
Serena,Bartkowiak,16,305-555-2377,71311,Bionicle,Miscellaneous,2018,Kopaka and Melum - Unity set,171,24.99,http://images.brickset.com/sets/images/71311-1.jpg,2,324
Serena,Bartkowiak,16,305-555-2377,75113,Star Wars,Buildable Figures,2018,Rey,84,19.99,http://images.brickset.com/sets/images/75113-1.jpg,1,184
Serena,Bartkowiak,16,305-555-2377,40201,Seasonal,Valentine's Day,2018,Valentine's Cupid Dog,150,9.99,http://images.brickset.com/sets/images/40201-1.jpg,1,232
Alejandre,Baek,26,616-555-9268,70603,Ninjago,Skybound,2018,Raid Zeppelin,294,29.99,http://images.brickset.com/sets/images/70603-1.jpg,2,435
Billlie,Benson,50,940-555-2729,10829,Duplo,Mickey Mouse Clubhouse,2018,Mickey's Workshop,18,19.99,http://images.brickset.com/sets/images/10829-1.jpg,1,504
Billlie,Benson,50,940-555-2729,853534,Gear,Key Chains/Ninjago,2018,Airjitzu Jay Key Chain,NA,5.99,http://images.brickset.com/sets/images/853534-1.jpg,1,NA
Marisa,Beck,37,580-555-3417,70591,Ninjago,Skybound,2018,Kryptarium Prison Breakout,207,19.99,http://images.brickset.com/sets/images/70591-1.jpg,1,435
Marisa,Beck,37,580-555-3417,76058,Marvel Super Heroes,Ultimate Spider-Man,2018,Spider-Man: Ghost Rider Team-Up,217,19.99,http://images.brickset.com/sets/images/76058-1.jpg,1,488
Marisa,Beck,37,580-555-3417,31046,Creator,NA,2018,Fast Car,222,19.99,http://images.brickset.com/sets/images/31046-1.jpg,2,22
Marisa,Beck,37,580-555-3417,31044,Creator,NA,2018,Park Animals,202,14.99,http://images.brickset.com/sets/images/31044-1.jpg,2,22
Cartrell,Park,49,816-555-5191,41175,Elves,NA,2018,Fire Dragon's Lava Cave,441,39.99,http://images.brickset.com/sets/images/41175-1.jpg,1,600
Cartrell,Park,49,816-555-5191,71235,Dimensions,Level Pack,2018,Level Pack: Midway Arcade,96,29.99,http://images.brickset.com/sets/images/71235-1.jpg,1,604
Krista,Gaines,24,307-555-5115,76044,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,Clash of the Heroes,92,12.99,http://images.brickset.com/sets/images/76044-1.jpg,1,482
Krista,Gaines,24,307-555-5115,41177,Elves,NA,2018,The Precious Crystal Mine,273,29.99,http://images.brickset.com/sets/images/41177-1.jpg,1,600
Krista,Gaines,24,307-555-5115,76063,DC Comics Super Heroes,Mighty Micros,2018,The Flash vs. Captain Cold,88,9.99,http://images.brickset.com/sets/images/76063-1.jpg,2,482
Krista,Gaines,24,307-555-5115,60117,City,Traffic,2018,Van & Caravan,250,19.99,http://images.brickset.com/sets/images/60117-1.jpg,2,63
Krista,Gaines,24,307-555-5115,10814,Duplo,NA,2018,Tow Truck,28,19.99,http://images.brickset.com/sets/images/10814-1.jpg,1,504
Pa,Strasser,26,830-555-7071,70602,Ninjago,Skybound,2018,Jay's Elemental Dragon,350,29.99,http://images.brickset.com/sets/images/70602-1.jpg,1,435
Pa,Strasser,26,830-555-7071,75136,Star Wars,Episode IV,2018,Droid Escape Pod,197,24.99,http://images.brickset.com/sets/images/75136-1.jpg,2,169
Jessy,Lopez-Itomura,43,613-555-4443,853505,Gear,Role-Play toys,2018,NK Sword Standard,NA,9.99,http://images.brickset.com/sets/images/853505-1.jpg,2,NA
Jessy,Lopez-Itomura,43,613-555-4443,60107,City,Fire,2018,Fire Ladder Truck,214,24.99,http://images.brickset.com/sets/images/60107-1.jpg,1,58
Jessy,Lopez-Itomura,43,613-555-4443,76050,Marvel Super Heroes,Captain America: Civil War,2018,Crossbones' Hazard Heist,179,19.99,http://images.brickset.com/sets/images/76050-1.jpg,3,493
George,Guerra,35,NA,31041,Creator,NA,2018,Construction Vehicles,64,4.99,http://images.brickset.com/sets/images/31041-1.jpg,1,22
Abraham,Medlock,23,754-555-6047,41573,Mixels,Series 9,2018,Sweepz,61,4.99,NA,1,589
Abraham,Medlock,23,754-555-6047,41173,Elves,NA,2018,Elvendale School of Dragons,230,19.99,http://images.brickset.com/sets/images/41173-1.jpg,2,600
Abraham,Medlock,23,754-555-6047,75118,Star Wars,Buildable Figures,2018,Captain Phasma,82,24.99,http://images.brickset.com/sets/images/75118-1.jpg,1,184
Abraham,Medlock,23,754-555-6047,10803,Duplo,NA,2018,Arctic,40,29.99,http://images.brickset.com/sets/images/10803-1.jpg,3,504
Abraham,Medlock,23,754-555-6047,41570,Mixels,Series 8,2018,Skrubz,68,4.99,http://images.brickset.com/sets/images/41570-1.jpg,1,588
Mario,Synn,59,519-555-9924,853534,Gear,Key Chains/Ninjago,2018,Airjitzu Jay Key Chain,NA,5.99,http://images.brickset.com/sets/images/853534-1.jpg,1,NA
Mario,Synn,59,519-555-9924,853543,Ninjago,NA,2018,Ninjago Party Set,70,7.99,http://images.brickset.com/sets/images/853543-1.jpg,3,NA
Mario,Synn,59,519-555-9924,41561,Mixels,Series 7,2018,Tapsy,57,4.99,http://images.brickset.com/sets/images/41561-1.jpg,2,587
Joshua,Dillard,41,734-555-7042,853506,Gear,Role-Play toys,2018,NK Shield Standard,NA,12.99,http://images.brickset.com/sets/images/853506-1.jpg,1,NA
Joshua,Dillard,41,734-555-7042,70335,Nexo Knights,Ultimate,2018,Ultimate Lavaria,69,9.99,http://images.brickset.com/sets/images/70335-1.jpg,1,605
Annabelle,Lindegren,36,662-555-9880,71316,Bionicle,Reboot Villains,2018,Umarak the Destroyer,191,24.99,NA,1,324
Annabelle,Lindegren,36,662-555-9880,30446,DC Comics Super Heroes,Batman v Superman: Dawn of Justice,2018,The Batmobile,63,3.99,http://images.brickset.com/sets/images/30446-1.jpg,2,484
Gabrielle,Mccumiskey,37,441-555-2199,60130,City,Police,2018,Prison Island,754,89.99,http://images.brickset.com/sets/images/60130-1.jpg,2,61
Makenzie,Pitts,25,NA,75134,Star Wars,Battlefront,2018,Galactic Empire Battle Pack,109,12.99,http://images.brickset.com/sets/images/75134-1.jpg,1,158
Makenzie,Pitts,25,NA,41576,Mixels,Series 9,2018,Spinza,60,4.99,NA,2,589
Ramses,Ackah Yensu,38,909-555-0851,853534,Gear,Key Chains/Ninjago,2018,Airjitzu Jay Key Chain,NA,5.99,http://images.brickset.com/sets/images/853534-1.jpg,1,NA
Ramses,Ackah Yensu,38,909-555-0851,75132,Star Wars,The Force Awakens,2018,First Order Battle Pack,88,12.99,http://images.brickset.com/sets/images/75132-1.jpg,1,184
Ramses,Ackah Yensu,38,909-555-0851,60131,City,Police,2018,Crooks Island,244,29.99,http://images.brickset.com/sets/images/60131-1.jpg,1,61
Ramses,Ackah Yensu,38,909-555-0851,10829,Duplo,Mickey Mouse Clubhouse,2018,Mickey's Workshop,18,19.99,http://images.brickset.com/sets/images/10829-1.jpg,2,504
Ramses,Ackah Yensu,38,909-555-0851,75137,Star Wars,Episode V,2018,Carbon-Freezing Chamber,231,24.99,http://images.brickset.com/sets/images/75137-1.jpg,2,169
Christian,Ortiviz Madrid,41,434-555-8176,75116,Star Wars,Buildable Figures,2018,Finn,98,24.99,http://images.brickset.com/sets/images/75116-1.jpg,3,184
